,permalink,name,desc,category_code
4894,aperia-technologies,Aperia Technologies,Aperia Technologies provides automatic tire inflation devices that help improve the safety and efficiency of commercial vehicles.,hardware
4895,new-scale-technologies,New Scale Technologies,"New Scale Technologies offers small motion systems, micro motors, encoders, and microactuator modules for design engineers.",hardware
4896,videosurf,VideoSurf,"VideoSurf, a video discovery company, combines social insights with computer vision technology to search and identify videos on any device.",hardware
4897,vholdr,Contour,Contour provides hands-free video cameras and storytelling tools that enable explorers to present their stories as videos.,hardware
4898,arthrocad,ArthroCAD,ArthroMeda is a patent-protected sensor-based navigation system for hip arthroplasty surgery.,hardware
4899,santur-corporation,Santur Corporation,Santur Corporation develops laser array and packaging technologies for businesses in the communication sector.,hardware
4900,jawbone,Jawbone,Jawbone is an audio technology company developing and selling wearable technology and portable audio devices.,hardware
4901,valencell,Valencell,Valencell develops performance biometric sensor technology and provides this patent-protected technology to wearables and hearables OEM's.,hardware
4902,equinext,Equinext,Equinext LLC develops technologies for the treatment of ligament and tendon injuries in horses.,hardware
4903,l8-smartlight,L8 SmartLight,"The L8, a device composed of 64 LED lights and a super LED light, communicates users' interests through light codes.",hardware
4904,xerox,Xerox,"Xerox is a document management technology and services enterprise, producing printing and publishing systems, copiers and fax machines.",hardware
4905,oclaro,Oclaro,"Oclaro manufactures fiber optical components, modules, and subsystems that generate, detect, amplify, combine, and separate light signals.",hardware
4906,shadescases-inc,ShadesCases inc.,"ShadesCases provides ultra-thin, stylish Apple product cases that offer full device protection including screen and click-wheel coverage.",hardware
4907,maskless-lithography,Maskless Lithography,"Maskless Lithography designs and manufactures direct-write, digital imaging lithography products for high-yield PCB manufacturing.",hardware
4908,aura-systems,Aura Systems,Aura Systems specializes in axial flux induction machine applications for mobile power generation and electric motors.,hardware
4909,verari-systems,Verari Systems,Cirrascale is a provider of blade-based cloud computing and storage infrastructure for data centers.,hardware
4910,quvis,QuVIS,QuVIS provides digital motion imaging technology solutions for various needs in the film industry.,hardware
4911,corsair,Corsair,Corsair is supply of all power transmission items.,hardware
4912,enmotus,Enmotus,"Enmotus develops AI based storage technologies for PC gaming systems,  open storage-server systems, and high performance computing systems.",hardware
4913,fuel3d,Fuel3D,Fuel3D is a hand-held 3D scanning system that delivers 3D shapes and color captures for a range of creative applications.,hardware
4914,atlas-scientific,Atlas Scientific,Atlas Scientific manufactures environmental and electrochemical sensors used in environmental monitoring.,hardware
4915,nexsan,Nexsan,Nexsan provides energy efficient disk-based storage systems designed for storing and archiving information.,hardware
4916,dynamic-organic-light,Dynamic Organic Light,"Dynamic Organic Light develops novel organic materials for use in flat panel displays, solar cells, and solid-state lighting.",hardware
4917,rocky-mountain-ventures,Rocky Mountain Ventures,Rocky Mountain Ventures is a Colarado-based developer of mobile scanners.,hardware
4918,omnilink-systems,Omnilink Systems,Omnilink Systems is an offender monitoring company offering tracking services of people and assets for judicial and commercial sectors.,hardware
4919,sensortran,SensorTran,SensorTran develops fiber optic-based distributed temperature sensing systems and solutions for the energy industry.,hardware
4920,retia-medical,Retia Medical,Retia is medical device company that develops and sells software and hardware for patient monitoring.,hardware
4921,incident-technologies,Incident Technologies,Incident Technologies is a software solution provider that develops music applications for iPhones.,hardware
4922,caustic-graphics,Caustic Graphics,"Caustic Graphics is a 3D graphics company offering services for the film, video, game, transportation, and consumer product industries.",hardware
4923,firefly-led-lighting,FireFly LED Lighting,"Firefly LED lighting provides commercial and residential lighting solutions such as lamps, fixtures, and architectural lighting products.",hardware
4924,plasmon,Plasmon,removable data storage solutions,hardware
4925,cbrite,CBRITE,CBRITE develops a new transistor technology for driving high performance LCDs and AMOLED displays.,hardware
4926,innovega,Innovega,Innovega provides technology and reference designs for contact lenes enabled AR/MR/VR Smart Glasses,hardware
4927,nextinput,NextInput,NextInput markets a set of proprietary touch technologies to solve key drawbacks in the market of touch technology.,hardware
4928,livescribe,Livescribe,"Our mission is to enhance our customers' business by providing the very highest quality training, information and support services possible.",hardware
4929,xcast-labs,XCast Labs,XCast Labs is an advanced VoIP Unified Communications (“UC”) provider that has developed a comprehensive suite of software and hardware,hardware
4930,persimmon-technologies,Persimmon Technologies,"Persimmon Technologies manufactures atmospheric and vacuum robotics, vacuum modules, and automation systems.",hardware
4931,livio-radio,Livio Radio,Livio Radio designs and manufactures electronic audio products and bluetooth internet radio car kits.,hardware
4932,sanswire,Sanswire,"World Surveillance Group designs, develops, markets, and sells autonomous lighter-than-air (LTA) aerostats and unmanned aerial systems.",hardware
4933,revision-military,Revision Military,Revision Military is focused on developing finest soldier protective solutions such as eye-wear and head-wear.,hardware
4934,blue-river-technology,Blue River Technology,Blue River Technology serves the agricultural industry with revolutionary computer-vision based robotics.,hardware
4935,boombotix,BoomBotix,"Boombotix markets portable and Bluetooth-enabled loudspeakers, mobile audio accessories and iOS audio mobile apps.",hardware
4936,hard-candy-cases,Hard Candy Cases,,hardware
4937,vendscreen,Vendscreen,Vendcreen produces touch-swipe vending machines and wirelessly transmits real-time point of sale information for analytics.,hardware
4938,coveroo,Coveroo,"Coveroo is a software, printing and brand licensing platform that enables consumers and partners to create highly customized products.",hardware
4939,kleer,Kleer,"Kleer's powerful platform helps dental practice's easily design, implement, and professionally manage a successful membership plan.",hardware
4940,bongiovi-medical-health-technologies,Bongiovi Medical & Health Technologies,Bongiovi Medical and Health Technologies provides technology to improve audio products and applications in the health and medical fields.,hardware
4941,arizona-security,Arizona Security,"Formerly Arizona Security provides access and reporting systems to parents, child care providers, and government agencies.",hardware
4942,gatekeeper-system,Gatekeeper System,Gatekeeper Systems offers shopping cart management systems for traditional brick-and-mortar retailers.,hardware
4943,signix,Signix,"SIGNIX offers an online service that enables the online signing of forms, contracts, or business documents with digital signatures.",hardware
